lemma	sense1	sense2	distLEX	distMW
master	PWN-master-n-6	PWN-master-n-9	3	Inf
master	PWN-master-n-6	PWN-master-n-4	4	Inf
master	PWN-master-n-6	PWN-master-n-8	3	Inf
master	PWN-master-n-6	PWN-master-n-7	5	Inf
master	PWN-master-n-6	PWN-master-n-2	4	Inf
master	PWN-master-n-6	PWN-master-n-3	10	Inf
master	PWN-master-n-10	PWN-master-n-5	2	3
master	PWN-master-n-10	PWN-master-n-1	3	Inf
master	PWN-master-n-10	PWN-master-n-9	2	Inf
master	PWN-master-n-10	PWN-master-n-4	1	Inf
master	PWN-master-n-10	PWN-master-n-8	4	Inf
master	PWN-master-n-10	PWN-master-n-7	2	Inf
master	PWN-master-n-10	PWN-master-n-2	1	Inf
master	PWN-master-n-10	PWN-master-n-3	7	Inf
master	PWN-master-n-5	PWN-master-n-1	3	Inf
master	PWN-master-n-5	PWN-master-n-9	2	Inf
master	PWN-master-n-5	PWN-master-n-4	1	Inf
master	PWN-master-n-5	PWN-master-n-8	4	Inf
master	PWN-master-n-5	PWN-master-n-7	2	Inf
master	PWN-master-n-5	PWN-master-n-2	1	Inf
master	PWN-master-n-5	PWN-master-n-3	7	Inf
master	PWN-master-n-1	PWN-master-n-9	1	3
master	PWN-master-n-1	PWN-master-n-4	2	4
master	PWN-master-n-1	PWN-master-n-8	3	4
master	PWN-master-n-1	PWN-master-n-7	3	4
master	PWN-master-n-1	PWN-master-n-2	2	4
master	PWN-master-n-1	PWN-master-n-3	8	4
master	PWN-master-n-9	PWN-master-n-4	1	3
master	PWN-master-n-9	PWN-master-n-8	2	3
master	PWN-master-n-9	PWN-master-n-7	2	3
master	PWN-master-n-9	PWN-master-n-2	1	3
master	PWN-master-n-9	PWN-master-n-3	7	3
master	PWN-master-n-4	PWN-master-n-8	3	4
master	PWN-master-n-4	PWN-master-n-7	1	2
master	PWN-master-n-4	PWN-master-n-2	0	2
master	PWN-master-n-4	PWN-master-n-3	6	2
master	PWN-master-n-8	PWN-master-n-7	4	4
master	PWN-master-n-8	PWN-master-n-2	3	4
master	PWN-master-n-8	PWN-master-n-3	9	4
master	PWN-master-n-7	PWN-master-n-2	1	2
master	PWN-master-n-7	PWN-master-n-3	7	2
master	PWN-master-n-2	PWN-master-n-3	6	2
pasturage	PWN-pasturage-n-2	PWN-pasturage-n-1	Inf	0
plant	PWN-plant-n-2	PWN-plant-n-1	1	3
plant	PWN-plant-n-2	PWN-plant-n-4	3	4
plant	PWN-plant-n-2	PWN-plant-n-3	3	4
plant	PWN-plant-n-1	PWN-plant-n-4	2	3
plant	PWN-plant-n-1	PWN-plant-n-3	2	3
plant	PWN-plant-n-4	PWN-plant-n-3	2	0
score	PWN-score-n-11	PWN-score-n-10	1	13
score	PWN-score-n-11	PWN-score-n-1	3	13
score	PWN-score-n-11	PWN-score-n-6	3	14
score	PWN-score-n-11	PWN-score-n-2	4	12
score	PWN-score-n-11	PWN-score-n-9	Inf	9
score	PWN-score-n-11	PWN-score-n-4	3	9
score	PWN-score-n-11	PWN-score-n-5	Inf	11
score	PWN-score-n-11	PWN-score-n-3	2	13
score	PWN-score-n-11	PWN-score-n-8	5	6
score	PWN-score-n-11	PWN-score-n-7	Inf	9
score	PWN-score-n-10	PWN-score-n-1	2	2
score	PWN-score-n-10	PWN-score-n-6	2	3
score	PWN-score-n-10	PWN-score-n-2	3	3
score	PWN-score-n-10	PWN-score-n-9	Inf	4
score	PWN-score-n-10	PWN-score-n-4	2	8
score	PWN-score-n-10	PWN-score-n-5	Inf	4
score	PWN-score-n-10	PWN-score-n-3	1	2
score	PWN-score-n-10	PWN-score-n-8	4	7
score	PWN-score-n-10	PWN-score-n-7	Inf	6
score	PWN-score-n-1	PWN-score-n-6	2	3
score	PWN-score-n-1	PWN-score-n-2	3	3
score	PWN-score-n-1	PWN-score-n-9	Inf	4
score	PWN-score-n-1	PWN-score-n-4	2	8
score	PWN-score-n-1	PWN-score-n-5	Inf	4
score	PWN-score-n-1	PWN-score-n-3	1	0
score	PWN-score-n-1	PWN-score-n-8	4	7
score	PWN-score-n-1	PWN-score-n-7	Inf	6
score	PWN-score-n-6	PWN-score-n-2	3	4
score	PWN-score-n-6	PWN-score-n-9	Inf	5
score	PWN-score-n-6	PWN-score-n-4	2	9
score	PWN-score-n-6	PWN-score-n-5	Inf	5
score	PWN-score-n-6	PWN-score-n-3	1	3
score	PWN-score-n-6	PWN-score-n-8	4	8
score	PWN-score-n-6	PWN-score-n-7	Inf	7
score	PWN-score-n-2	PWN-score-n-9	Inf	3
score	PWN-score-n-2	PWN-score-n-4	1	7
score	PWN-score-n-2	PWN-score-n-5	Inf	3
score	PWN-score-n-2	PWN-score-n-3	2	3
score	PWN-score-n-2	PWN-score-n-8	1	6
score	PWN-score-n-2	PWN-score-n-7	Inf	5
score	PWN-score-n-9	PWN-score-n-4	Inf	4
score	PWN-score-n-9	PWN-score-n-5	Inf	2
score	PWN-score-n-9	PWN-score-n-3	Inf	4
score	PWN-score-n-9	PWN-score-n-8	Inf	3
score	PWN-score-n-9	PWN-score-n-7	6	2
score	PWN-score-n-4	PWN-score-n-5	Inf	6
score	PWN-score-n-4	PWN-score-n-3	1	8
score	PWN-score-n-4	PWN-score-n-8	2	3
score	PWN-score-n-4	PWN-score-n-7	Inf	4
score	PWN-score-n-5	PWN-score-n-3	Inf	4
score	PWN-score-n-5	PWN-score-n-8	Inf	5
score	PWN-score-n-5	PWN-score-n-7	Inf	4
score	PWN-score-n-3	PWN-score-n-8	3	7
score	PWN-score-n-3	PWN-score-n-7	Inf	6
score	PWN-score-n-8	PWN-score-n-7	Inf	3
sentence	PWN-sentence-n-2	PWN-sentence-n-1	1	3
sentence	PWN-sentence-n-2	PWN-sentence-n-3	0	2
sentence	PWN-sentence-n-1	PWN-sentence-n-3	1	3
shilling	PWN-shilling-n-6	PWN-shilling-n-5	0	2
shilling	PWN-shilling-n-6	PWN-shilling-n-4	Inf	2
shilling	PWN-shilling-n-6	PWN-shilling-n-3	Inf	2
shilling	PWN-shilling-n-6	PWN-shilling-n-2	Inf	2
shilling	PWN-shilling-n-6	PWN-shilling-n-1	Inf	2
shilling	PWN-shilling-n-5	PWN-shilling-n-4	Inf	4
shilling	PWN-shilling-n-5	PWN-shilling-n-3	Inf	4
shilling	PWN-shilling-n-5	PWN-shilling-n-2	Inf	4
shilling	PWN-shilling-n-5	PWN-shilling-n-1	Inf	4
shilling	PWN-shilling-n-4	PWN-shilling-n-3	0	0
shilling	PWN-shilling-n-4	PWN-shilling-n-2	0	0
shilling	PWN-shilling-n-4	PWN-shilling-n-1	0	0
shilling	PWN-shilling-n-3	PWN-shilling-n-2	0	0
shilling	PWN-shilling-n-3	PWN-shilling-n-1	0	0
shilling	PWN-shilling-n-2	PWN-shilling-n-1	0	0
skimmer	PWN-skimmer-n-4	PWN-skimmer-n-3	1	1
skimmer	PWN-skimmer-n-4	PWN-skimmer-n-2	5	1
skimmer	PWN-skimmer-n-4	PWN-skimmer-n-1	4	1
skimmer	PWN-skimmer-n-3	PWN-skimmer-n-2	4	2
skimmer	PWN-skimmer-n-3	PWN-skimmer-n-1	3	2
skimmer	PWN-skimmer-n-2	PWN-skimmer-n-1	1	0
spring	PWN-spring-n-6	PWN-spring-n-2	1	2
spring	PWN-spring-n-6	PWN-spring-n-5	2	3
spring	PWN-spring-n-6	PWN-spring-n-4	1	6
spring	PWN-spring-n-6	PWN-spring-n-3	1	6
spring	PWN-spring-n-6	PWN-spring-n-1	2	3
spring	PWN-spring-n-2	PWN-spring-n-5	1	3
spring	PWN-spring-n-2	PWN-spring-n-4	2	4
spring	PWN-spring-n-2	PWN-spring-n-3	2	4
spring	PWN-spring-n-2	PWN-spring-n-1	1	1
spring	PWN-spring-n-5	PWN-spring-n-4	3	7
spring	PWN-spring-n-5	PWN-spring-n-3	3	7
spring	PWN-spring-n-5	PWN-spring-n-1	2	4
spring	PWN-spring-n-4	PWN-spring-n-3	0	0
spring	PWN-spring-n-4	PWN-spring-n-1	3	3
spring	PWN-spring-n-3	PWN-spring-n-1	3	3
stage	PWN-stage-n-6	PWN-stage-n-3	1	3
stage	PWN-stage-n-6	PWN-stage-n-8	3	3
stage	PWN-stage-n-6	PWN-stage-n-5	2	3
stage	PWN-stage-n-6	PWN-stage-n-4	1	3
stage	PWN-stage-n-6	PWN-stage-n-7	2	0
stage	PWN-stage-n-6	PWN-stage-n-2	0	0
stage	PWN-stage-n-6	PWN-stage-n-1	0	0
stage	PWN-stage-n-3	PWN-stage-n-8	2	4
stage	PWN-stage-n-3	PWN-stage-n-5	3	5
stage	PWN-stage-n-3	PWN-stage-n-4	0	2
stage	PWN-stage-n-3	PWN-stage-n-7	1	3
stage	PWN-stage-n-3	PWN-stage-n-2	1	3
stage	PWN-stage-n-3	PWN-stage-n-1	1	3
stage	PWN-stage-n-8	PWN-stage-n-5	3	3
stage	PWN-stage-n-8	PWN-stage-n-4	2	4
stage	PWN-stage-n-8	PWN-stage-n-7	3	3
stage	PWN-stage-n-8	PWN-stage-n-2	3	3
stage	PWN-stage-n-8	PWN-stage-n-1	3	3
stage	PWN-stage-n-5	PWN-stage-n-4	3	5
stage	PWN-stage-n-5	PWN-stage-n-7	4	3
stage	PWN-stage-n-5	PWN-stage-n-2	2	3
stage	PWN-stage-n-5	PWN-stage-n-1	2	3
stage	PWN-stage-n-4	PWN-stage-n-7	1	3
stage	PWN-stage-n-4	PWN-stage-n-2	1	3
stage	PWN-stage-n-4	PWN-stage-n-1	1	3
stage	PWN-stage-n-7	PWN-stage-n-2	2	0
stage	PWN-stage-n-7	PWN-stage-n-1	2	0
stage	PWN-stage-n-2	PWN-stage-n-1	0	0
table	PWN-table-n-2	PWN-table-n-3	0	0
table	PWN-table-n-2	PWN-table-n-6	1	3
table	PWN-table-n-2	PWN-table-n-1	1	3
table	PWN-table-n-2	PWN-table-n-5	1	3
table	PWN-table-n-2	PWN-table-n-4	3	Inf
table	PWN-table-n-3	PWN-table-n-6	1	3
table	PWN-table-n-3	PWN-table-n-1	1	3
table	PWN-table-n-3	PWN-table-n-5	1	3
table	PWN-table-n-3	PWN-table-n-4	3	Inf
table	PWN-table-n-6	PWN-table-n-1	2	4
table	PWN-table-n-6	PWN-table-n-5	2	4
table	PWN-table-n-6	PWN-table-n-4	4	Inf
table	PWN-table-n-1	PWN-table-n-5	2	4
table	PWN-table-n-1	PWN-table-n-4	2	Inf
table	PWN-table-n-5	PWN-table-n-4	4	Inf
term	PWN-term-n-7	PWN-term-n-4	1	3
term	PWN-term-n-7	PWN-term-n-1	5	9
term	PWN-term-n-7	PWN-term-n-5	6	1
term	PWN-term-n-7	PWN-term-n-3	2	5
term	PWN-term-n-7	PWN-term-n-2	4	8
term	PWN-term-n-7	PWN-term-n-6	5	4
term	PWN-term-n-4	PWN-term-n-1	4	8
term	PWN-term-n-4	PWN-term-n-5	5	2
term	PWN-term-n-4	PWN-term-n-3	1	4
term	PWN-term-n-4	PWN-term-n-2	3	7
term	PWN-term-n-4	PWN-term-n-6	4	3
term	PWN-term-n-1	PWN-term-n-5	1	8
term	PWN-term-n-1	PWN-term-n-3	3	4
term	PWN-term-n-1	PWN-term-n-2	1	3
term	PWN-term-n-1	PWN-term-n-6	2	7
term	PWN-term-n-5	PWN-term-n-3	4	4
term	PWN-term-n-5	PWN-term-n-2	2	7
term	PWN-term-n-5	PWN-term-n-6	3	3
term	PWN-term-n-3	PWN-term-n-2	2	3
term	PWN-term-n-3	PWN-term-n-6	3	3
term	PWN-term-n-2	PWN-term-n-6	1	6
tie	PWN-tie-n-5	PWN-tie-n-1	3	7
tie	PWN-tie-n-5	PWN-tie-n-9	0	0
tie	PWN-tie-n-5	PWN-tie-n-4	1	3
tie	PWN-tie-n-5	PWN-tie-n-8	2	3
tie	PWN-tie-n-5	PWN-tie-n-7	2	3
tie	PWN-tie-n-5	PWN-tie-n-6	4	5
tie	PWN-tie-n-5	PWN-tie-n-2	2	2
tie	PWN-tie-n-5	PWN-tie-n-3	4	5
tie	PWN-tie-n-1	PWN-tie-n-9	3	7
tie	PWN-tie-n-1	PWN-tie-n-4	2	8
tie	PWN-tie-n-1	PWN-tie-n-8	3	8
tie	PWN-tie-n-1	PWN-tie-n-7	3	4
tie	PWN-tie-n-1	PWN-tie-n-6	1	4
tie	PWN-tie-n-1	PWN-tie-n-2	1	5
tie	PWN-tie-n-1	PWN-tie-n-3	1	4
tie	PWN-tie-n-9	PWN-tie-n-4	1	3
tie	PWN-tie-n-9	PWN-tie-n-8	2	3
tie	PWN-tie-n-9	PWN-tie-n-7	2	3
tie	PWN-tie-n-9	PWN-tie-n-6	4	5
tie	PWN-tie-n-9	PWN-tie-n-2	2	2
tie	PWN-tie-n-9	PWN-tie-n-3	4	5
tie	PWN-tie-n-4	PWN-tie-n-8	1	2
tie	PWN-tie-n-4	PWN-tie-n-7	1	4
tie	PWN-tie-n-4	PWN-tie-n-6	3	6
tie	PWN-tie-n-4	PWN-tie-n-2	1	3
tie	PWN-tie-n-4	PWN-tie-n-3	3	6
tie	PWN-tie-n-8	PWN-tie-n-7	2	4
tie	PWN-tie-n-8	PWN-tie-n-6	4	6
tie	PWN-tie-n-8	PWN-tie-n-2	2	3
tie	PWN-tie-n-8	PWN-tie-n-3	4	6
tie	PWN-tie-n-7	PWN-tie-n-6	4	2
tie	PWN-tie-n-7	PWN-tie-n-2	2	1
tie	PWN-tie-n-7	PWN-tie-n-3	4	2
tie	PWN-tie-n-6	PWN-tie-n-2	2	3
tie	PWN-tie-n-6	PWN-tie-n-3	0	0
tie	PWN-tie-n-2	PWN-tie-n-3	2	3
tongue	PWN-tongue-n-8	PWN-tongue-n-7	1	2
tongue	PWN-tongue-n-8	PWN-tongue-n-1	3	7
tongue	PWN-tongue-n-8	PWN-tongue-n-2	3	5
tongue	PWN-tongue-n-8	PWN-tongue-n-4	2	5
tongue	PWN-tongue-n-8	PWN-tongue-n-6	4	5
tongue	PWN-tongue-n-8	PWN-tongue-n-5	1	3
tongue	PWN-tongue-n-8	PWN-tongue-n-3	4	2
tongue	PWN-tongue-n-7	PWN-tongue-n-1	2	7
tongue	PWN-tongue-n-7	PWN-tongue-n-2	2	5
tongue	PWN-tongue-n-7	PWN-tongue-n-4	1	5
tongue	PWN-tongue-n-7	PWN-tongue-n-6	3	5
tongue	PWN-tongue-n-7	PWN-tongue-n-5	2	3
tongue	PWN-tongue-n-7	PWN-tongue-n-3	5	2
tongue	PWN-tongue-n-1	PWN-tongue-n-2	2	4
tongue	PWN-tongue-n-1	PWN-tongue-n-4	1	4
tongue	PWN-tongue-n-1	PWN-tongue-n-6	1	2
tongue	PWN-tongue-n-1	PWN-tongue-n-5	4	7
tongue	PWN-tongue-n-1	PWN-tongue-n-3	7	5
tongue	PWN-tongue-n-2	PWN-tongue-n-4	1	2
tongue	PWN-tongue-n-2	PWN-tongue-n-6	3	2
tongue	PWN-tongue-n-2	PWN-tongue-n-5	4	5
tongue	PWN-tongue-n-2	PWN-tongue-n-3	7	3
tongue	PWN-tongue-n-4	PWN-tongue-n-6	2	2
tongue	PWN-tongue-n-4	PWN-tongue-n-5	3	5
tongue	PWN-tongue-n-4	PWN-tongue-n-3	6	3
tongue	PWN-tongue-n-6	PWN-tongue-n-5	5	5
tongue	PWN-tongue-n-6	PWN-tongue-n-3	8	3
tongue	PWN-tongue-n-5	PWN-tongue-n-3	3	2
trepan	PWN-trepan-n-2	PWN-trepan-n-1	1	6
tune	PWN-tune-n-3	PWN-tune-n-2	6	6
tune	PWN-tune-n-3	PWN-tune-n-1	6	8
tune	PWN-tune-n-2	PWN-tune-n-1	0	2
veneer	PWN-veneer-n-2	PWN-veneer-n-1	6	2
vermin	PWN-vermin-n-2	PWN-vermin-n-1	1	2
victim	PWN-victim-n-1	PWN-victim-n-2	1	1
voucher-A	PWN-voucher-n-3	PWN-voucher-n-2	6	2
voucher-A	PWN-voucher-n-3	PWN-voucher-n-1	12	4
voucher-A	PWN-voucher-n-2	PWN-voucher-n-1	6	4
voucher-B	PWN-voucher-n-3	PWN-voucher-n-2	6	2
voucher-B	PWN-voucher-n-3	PWN-voucher-n-1	12	4
voucher-B	PWN-voucher-n-2	PWN-voucher-n-1	6	4
whirl	PWN-whirl-n-4	PWN-whirl-n-3	7	3
whirl	PWN-whirl-n-4	PWN-whirl-n-1	1	3
whirl	PWN-whirl-n-4	PWN-whirl-n-2	6	2
whirl	PWN-whirl-n-3	PWN-whirl-n-1	6	2
whirl	PWN-whirl-n-3	PWN-whirl-n-2	13	3
whirl	PWN-whirl-n-1	PWN-whirl-n-2	7	3
wrapping	PWN-wrapping-n-2	PWN-wrapping-n-1	0	0
wreck	PWN-wreck-n-4	PWN-wreck-n-3	3	2
wreck	PWN-wreck-n-4	PWN-wreck-n-2	1	2
wreck	PWN-wreck-n-4	PWN-wreck-n-1	3	2
wreck	PWN-wreck-n-3	PWN-wreck-n-2	2	2
wreck	PWN-wreck-n-3	PWN-wreck-n-1	2	3
wreck	PWN-wreck-n-2	PWN-wreck-n-1	2	3
